,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Xylanibacter,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII
ob_zupancic-107,0.0,0.021153846153846155,0.05,0.021153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634615384615385,0.0057692307692307696,0.0,0.0,0.013461538461538462,0.0,0.011538461538461539,0.0,0.0,0.0,0.11730769230769231,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03461538461538462,0.0,0.0,0.0,0.0,0.019230769230769232,0.007692307692307693,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0
ob_zupancic-p114s1,0.0,0.0,0.0,0.0006125574272588055,0.001225114854517611,0.0021439509954058193,0.0,0.0,0.0021439509954058193,0.0,0.0027565084226646246,0.0,0.0021439509954058193,0.0,0.007656967840735069,0.003981623277182236,0.00030627871362940275,0.0,0.028790199081163856,0.0,0.0,0.0027565084226646246,0.0,0.01898928024502297,0.1209800918836141,0.5304747320061256,0.019295558958652374,0.0,0.0,0.0,0.0,0.0,0.010413476263399694,0.0,0.06707503828483921,0.006125574272588055,0.004287901990811639,0.0,0.002756508422664625,0.03583460949464012,0.004900459418070444,0.00030627871362940275,0.03552833078101072,0.0,0.0,0.0015313935681470136,0.0,0.0
ob_zupancic-p155s1,0.0,0.0,0.0054421768707483,0.0003401360544217687,0.0,0.0,0.0,0.0,0.0,0.0,0.0054421768707483,0.0,0.0,0.0,0.02312925170068027,0.0027210884353741495,0.0,0.0006802721088435374,0.006462585034013606,0.0,0.0,0.017346938775510204,0.0,0.07517006802721088,0.0979591836734694,0.4738095238095238,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0010204081632653062,0.0,0.10884353741496598,0.0013605442176870747,0.0010204081632653062,0.0,0.008163265306122448,0.0326530612244898,0.0006802721088435374,0.0,0.009183673469387756,0.0,0.0,0.005782312925170068,0.0,0.0
ob_zupancic-38,0.0,0.0,0.0016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.10304054054054054,0.0033783783783783786,0.0,0.0,0.02364864864864865,0.0,0.0,0.0,0.0,0.16385135135135134,0.2668918918918919,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05067567567567568,0.0,0.0,0.0,0.0,0.0,0.0016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0472972972972973,0.0,0.0
ob_zupancic-p120s1,0.0,0.0,0.004551365409622887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004551365409622887,0.0,0.0,0.0,0.22561768530559168,0.06306892067620286,0.0,0.0,0.006501950585175553,0.0,0.0,0.0,0.026657997399219768,0.10013003901170352,0.1579973992197659,0.0,0.01495448634590377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005851755526657998,0.0,0.0,0.0,0.11898569570871262,0.0,0.0,0.031209362808842653,0.0,0.0,0.032509752925877766,0.0,0.021456436931079324
ob_zupancic-33,0.0,0.0,0.006418485237483954,0.0,0.0025673940949935813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05006418485237484,0.02952503209242619,0.0,0.0,0.024390243902439022,0.0,0.0,0.07445442875481387,0.0,0.02053915275994865,0.2580231065468549,0.007702182284980744,0.08985879332477537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11810012836970474,0.0,0.0,0.005134788189987163,0.0423620025673941,0.006418485237483953,0.0,0.01797175866495507,0.0,0.0,0.04621309370988447,0.0,0.0
ob_zupancic-p54s1,0.0,0.0,0.011554015020219525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00924321201617562,0.9428076256499134,0.008665511265164644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024263431542461005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p145s1,0.0009456264775413711,0.028368794326241134,0.00851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056737588652482265,0.0,0.0,0.0,0.4028368794326241,0.0,0.0014184397163120566,0.0,0.11773049645390071,0.0,0.0,0.0,0.0,0.18723404255319148,0.02884160756501182,0.004728132387706856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03971631205673759,0.013238770685579195,0.0,0.0,0.0,0.0,0.0009456264775413711,0.0,0.0,0.0,0.0,0.0,0.0009456264775413711,0.0,0.0
ob_zupancic-108,0.0,0.0,0.0061068702290076335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12213740458015267,0.0,0.0,0.0,0.00916030534351145,0.0,0.0,0.0,0.0183206106870229,0.0,0.44122137404580153,0.0076335877862595426,0.010687022900763359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01984732824427481,0.0,0.0,0.0,0.09618320610687023,0.07938931297709924,0.0,0.0,0.0,0.0,0.1282442748091603,0.0,0.0
ob_zupancic-177,0.01818181818181818,0.0,0.0047138047138047135,0.003367003367003367,0.0022895622895622897,0.00013468013468013467,0.0,0.00013468013468013467,0.0,0.0,0.0022895622895622893,0.0,0.0,0.0,0.1552861952861953,0.03367003367003367,0.0,0.0006734006734006733,0.01696969696969697,0.0,0.0,0.0010774410774410774,0.003771043771043771,0.0334006734006734,0.18195286195286195,0.4486195286195286,0.007003367003367003,0.00040404040404040404,0.0,0.0,0.0,0.0,0.0006734006734006734,0.00202020202020202,0.0,0.0055218855218855225,0.0,0.0,0.00013468013468013467,0.024646464646464646,0.0005387205387205387,0.0,0.0,0.0,0.0,0.009966329966329967,0.0,0.0
ob_zupancic-p140s1,0.0,0.0,0.001828989483310471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004572473708276177,0.0,0.0,0.0,0.009602194787379972,0.0009144947416552355,0.0,0.0,0.009602194787379972,0.0,0.0,0.0,0.0,0.004572473708276178,0.07818930041152264,0.8143575674439872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014631915866483767,0.026977594878829444,0.0,0.0,0.0,0.0,0.0,0.001828989483310471,0.0,0.006858710562414266,0.0,0.0,0.003657978966620942,0.0,0.0
ob_zupancic-p105s1,0.0,0.0,0.0032526201662450307,0.0,0.008673653776653415,0.0014456089627755693,0.0,0.0007228044813877846,0.0,0.0,0.0032526201662450307,0.0,0.0,0.0,0.05710155402963499,0.021684134441633536,0.0003614022406938923,0.0,0.0007228044813877846,0.0,0.003614022406938923,0.0,0.0021684134441633538,0.0014456089627755693,0.045898084568124324,0.7228044813877846,0.005782435851102276,0.0,0.0,0.0,0.0,0.0,0.0,0.0003614022406938923,0.03505601734730755,0.003614022406938923,0.0,0.0,0.0,0.0072280448138778465,0.0021684134441633538,0.0,0.018431514275388507,0.0,0.0,0.005059631369714493,0.0,0.0
ob_zupancic-p137s1,0.0,0.0,0.004990642545227698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058016219588271994,0.012476606363069246,0.0,0.0,0.0006238303181534623,0.0,0.0,0.0,0.0,0.0,0.044915782907049284,0.5165315034310667,0.0,0.0,0.0,0.032439176543980035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051154086088583905,0.0,0.0,0.0,0.0,0.0,0.008733624454148471,0.0,0.0
ob_zupancic-p25s1,0.0,0.0,0.06695278969957082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025751072961373387,0.005150214592274678,0.0,0.0,0.002575107296137339,0.0,0.007725321888412017,0.0,0.0,0.0,0.15364806866952788,0.6051502145922747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09527896995708156,0.0,0.0,0.0,0.0,0.005150214592274677,0.011158798283261802,0.0,0.0,0.0,0.0,0.002575107296137339,0.0,0.0
ob_zupancic-p33s1,0.0,0.0,0.0024896265560165973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02821576763485477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11120331950207468,0.056431535269709544,0.7419087136929461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016597510373443983,0.0,0.0,0.0,0.0,0.0,0.008298755186721992,0.0016597510373443983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p88s1,0.0,0.018998272884283247,0.09153713298791019,0.0,0.0,0.008635578583765112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09153713298791019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08290155440414507,0.0,0.02590673575129534,0.0,0.0,0.0,0.0,0.0,0.0,0.0069084628670120895,0.0,0.015544041450777202,0.0,0.0,0.0,0.14335060449050085,0.0,0.0,0.0,0.0,0.0,0.015544041450777202,0.0,0.0
ob_zupancic-p154s1,0.0,0.0,0.005230125523012552,0.0010460251046025104,0.0,0.0,0.0,0.0,0.0,0.0,0.0010460251046025104,0.0,0.0,0.0,0.5188284518828452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08054393305439331,0.03765690376569037,0.0,0.0,0.0,0.0,0.009414225941422594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407949790794979,0.0,0.021966527196652718,0.0198744769874477,0.0,0.0020920502092050207,0.08263598326359832,0.0,0.0
ob_zupancic-291,0.0,0.0,0.02985074626865672,0.0,0.0,0.0006784260515603799,0.0,0.0006784260515603799,0.0,0.0,0.0020352781546811396,0.0,0.0,0.0,0.06309362279511532,0.027815468113975575,0.005427408412483039,0.0,0.0047489823609226595,0.0,0.018995929443690638,0.007462686567164179,0.010854816824966078,0.0013568521031207597,0.1824966078697422,0.1424694708276798,0.006105834464043419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005427408412483039,0.10108548168249662,0.0006784260515603799,0.0,0.014925373134328358,0.037991858887381276,0.03459972862957938,0.022388059701492536,0.0047489823609226595,0.0,0.0,0.017639077340569877,0.0,0.0
ob_zupancic-p70s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1591203104786546,0.0,0.00129366106080207,0.0,0.0129366106080207,0.0,0.0,0.00129366106080207,0.0,0.18369987063389392,0.11772315653298837,0.31435963777490294,0.02199223803363519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00258732212160414,0.0,0.0,0.0,0.031047865459249677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-459,0.0,0.0,0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.002840909090909091,0.11079545454545456,0.6931818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02556818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0
ob_zupancic-p42s1,0.0,0.0,0.001529831718510964,0.0,0.0,0.0010198878123406426,0.0,0.0005099439061703213,0.0,0.0,0.0,0.0,0.0,0.0,0.03467618561958185,0.0010198878123406426,0.0,0.0,0.005609382967873534,0.0,0.05099439061703213,0.005099439061703213,0.017848036715961243,0.03314635390107088,0.10249872514023457,0.5869454360020397,0.0035696073431922487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001529831718510964,0.022437531871494134,0.0005099439061703213,0.0,0.0056093829678735335,0.03977562468128505,0.00764915859255482,0.0,0.0,0.0,0.0,0.0010198878123406426,0.0,0.0
ob_zupancic-p69s1,0.0,0.0010979961570134504,0.005215481745813889,0.0,0.0,0.0010979961570134504,0.0,0.0,0.0,0.0024704913532802636,0.007411474059840791,0.0,0.0,0.0,0.03980236069173758,0.003293988471040351,0.0,0.0,0.009607466373867692,0.0002744990392533626,0.0,0.0008234971177600879,0.0,0.0008234971177600879,0.17375789184737855,0.6200933296733462,0.0019214932747735384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009058468295360965,0.0024704913532802636,0.0008234971177600879,0.0,0.01043096349162778,0.01976393082624211,0.015646445237441672,0.0,0.01372495196266813,0.0,0.0,0.007960472138347517,0.0,0.0
ob_zupancic-387,0.0,0.0,0.004705231109880985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10157763631331304,0.03653473567672295,0.0,0.0,0.010794353722668144,0.0,0.07666758926100194,0.0,0.1358981455853861,0.021588707445336287,0.17935233877663992,0.3102684749515638,0.00747301411569333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014115693329642956,0.00498200941046222,0.0,0.0,0.0027677830058123443,0.013008580127318018,0.0,0.0,0.0002767783005812344,0.0,0.0,0.012178245225574315,0.0,0.0
ob_zupancic-455,0.008056394763343404,0.0,0.006042296072507553,0.0,0.0,0.0,0.0,0.0010070493454179255,0.0,0.0,0.0,0.0,0.0,0.0,0.02719033232628399,0.0,0.0,0.0,0.02316213494461229,0.0,0.004028197381671702,0.0,0.0,0.10372608257804633,0.10372608257804633,0.5337361530715005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042296072507552865,0.03726082578046324,0.0,0.0,0.0,0.0,0.002014098690835851,0.002014098690835851,0.0,0.0,0.0,0.0,0.006042296072507553,0.0,0.0
ob_zupancic-333,0.0,0.0,0.0,0.0,0.03571428571428571,0.0017857142857142857,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.005357142857142857,0.007142857142857143,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,0.0,0.0035714285714285713,0.14285714285714285,0.6625,0.026785714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0017857142857142857,0.0,0.005357142857142857,0.0,0.0,0.0,0.02142857142857143,0.0035714285714285713,0.0,0.0035714285714285713,0.0,0.0,0.0017857142857142857,0.0,0.0017857142857142857
ob_zupancic-61,0.0,0.0,0.18257261410788383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3775933609958506,0.0,0.0,0.0,0.0,0.0,0.0,0.058091286307053944,0.0,0.07468879668049792,0.016597510373443983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03319502074688797,0.016597510373443983,0.0,0.0,0.0,0.0,0.04149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p27s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065252854812398045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08537248504622078,0.0,0.0,0.0,0.0,0.0,0.09026644915715062,0.6922240348015226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013594344752582926,0.0,0.000543773790103317,0.0,0.0,0.0,0.0,0.0
ob_zupancic-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470917225950783,0.0,0.0,0.0,0.020134228187919462,0.0,0.0,0.0,0.0,0.03355704697986577,0.05145413870246085,0.37248322147651003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020134228187919462,0.0,0.0,0.0,0.0,0.0,0.003355704697986577,0.0044742729306487695,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.0
ob_zupancic-66,0.0,0.0,0.0038340885325897525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009410944579993029,0.006622516556291391,0.0,0.0,0.0059254095503659815,0.0,0.0,0.013942140118508192,0.010805158591843849,0.006273963053328686,0.04287208086441269,0.749738584872778,0.003485535029627048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009062391077030324,0.013942140118508192,0.0,0.0,0.006971070059254096,0.04252352736144998,0.008365284071104914,0.004182642035552457,0.0,0.0055768560474032764,0.0,0.011850819100731961,0.0,0.0
ob_zupancic-68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38759689922480617,0.4263565891472868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p121s1,0.02252252252252252,0.0,0.02852852852852853,0.0,0.0005005005005005005,0.001001001001001001,0.0,0.0,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.027527527527527528,0.003003003003003003,0.0,0.0,0.0075075075075075074,0.0,0.0,0.0,0.0,0.0,0.2052052052052052,0.4179179179179179,0.016516516516516516,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.006006006006006006,0.04154154154154154,0.013013013013013013,0.0005005005005005005,0.0,0.0005005005005005005,0.05355355355355355,0.017017017017017015,0.0005005005005005005,0.005005005005005005,0.00950950950950951,0.0005005005005005005,0.012512512512512512,0.0,0.0
ob_zupancic-289,0.0007168458781362007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5053763440860215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06093189964157706,0.24444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p15s1,0.0,0.0,0.02309913378248316,0.0019249278152069298,0.008662175168431183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03176130895091434,0.021174205967276226,0.0,0.0,0.0,0.0,0.0,0.013474494706448507,0.0,0.0,0.05293551491819056,0.0019249278152069298,0.0028873917228103944,0.0,0.0,0.0,0.0,0.0,0.0019249278152069298,0.0,0.36092396535129934,0.021174205967276226,0.0,0.0,0.0019249278152069298,0.02598652550529355,0.2685274302213667,0.0019249278152069298,0.0,0.0875842155919153,0.0,0.012512030798845043,0.0,0.0
ob_zupancic-p8s1,0.0,0.0,0.03221884498480243,0.0,0.00303951367781155,0.0,0.00851063829787234,0.0,0.0,0.0,0.00182370820668693,0.0,0.0,0.0,0.02917933130699088,0.01580547112462006,0.0,0.0,0.09604863221884499,0.0,0.0024316109422492403,0.0,0.0,0.01458966565349544,0.39148936170212767,0.2291793313069909,0.0030395136778115506,0.0,0.0,0.0,0.0,0.0,0.0006079027355623101,0.01094224924012158,0.0006079027355623101,0.00547112462006079,0.006686930091185411,0.0,0.004863221884498481,0.02796352583586626,0.007294832826747722,0.0,0.00303951367781155,0.0,0.00729483282674772,0.0006079027355623101,0.0,0.0
ob_zupancic-p134s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.17129629629629628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7530864197530864,0.0015432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ob_zupancic-p3s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017950963222416814,0.0,0.0,0.0,0.00788091068301226,0.0,0.0,0.0,0.0,0.008756567425569177,0.1703152364273205,0.7438704028021015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018388791593695268,0.0,0.0,0.0,0.0,0.0,0.0021891418563922942,0.00394045534150613,0.0,0.0,0.0,0.0,0.00394045534150613,0.0,0.0
ob_zupancic-234,0.0,0.0,0.07961783439490445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01592356687898089,0.0,0.0,0.0,0.267515923566879,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.0,0.25796178343949044,0.1178343949044586,0.08917197452229299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01592356687898089,0.0,0.0,0.0,0.0,0.03503184713375796,0.0,0.0,0.0
ob_zupancic-p24s1,0.0,0.039483675018982534,0.29309035687167806,0.0,0.0,0.01366742596810934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011389521640091115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008352315869400152,0.07744874715261958,0.08200455580865604,0.0,0.0,0.0,0.0,0.0,0.0,0.010630220197418374,0.0,0.005315110098709187,0.0,0.04176157934700076,0.0,0.36522399392558846,0.0,0.0,0.0,0.0,0.0,0.0007593014426727411,0.0,0.0
ob_zupancic-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005617977528089888,0.0,0.0,0.0,0.02668539325842697,0.0,0.0,0.0,0.0053370786516853935,0.0,0.0,0.0,0.0,0.0,0.014887640449438203,0.9241573033707865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017977528089887642,0.0011235955056179776,0.0,0.0,0.0,0.0011235955056179776,0.0,0.0,0.0,0.0028089887640449437,0.0,0.0,0.0,0.0
ob_zupancic-p97s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004343779087806391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031026993484331366,0.0,0.0,0.0,0.0,0.0,0.04560968042196711,0.8603785293205088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015513496742165683,0.023270245113248527,0.0,0.0,0.0,0.0,0.0,0.0
